LED Item ,M365L2-C1,,,M365LP1-C1,,,M385L2-C1,,,M385LP1-C1,,,M405L3-C1,,,M405LP1-C1,,,M455L3-C1,,,M470L3-C1,,,M505L3-C1,,,M530L3-C1,,,M590L3-C1,,,M617L3-C1,,,M625L3-C1,,,M660L4-C1,,,M730L4-C1,,,M780L3-C1,,,M810L3-C1,,,M850L3-C1,,,M940L3-C1,,,MCWHL5-C1,
Approximate Total Beam Power with Collimation Adapter for Olympus BX and IX Microscopes (mW),120,,,505,,,170,,,795,,,665,,,750,,,500,,,350,,,210,,,170,,,80,,,320,,,380,,,590,,,240,,,210,,,245,,,480,,,430,,,440,
Scaling Constant,1.23E+01,,,3.76E+01,,,1.35E+01,,,5.92E+01,,,2.90E+01,,,4.58E+01,,,2.08E+01,,,1.66E+01,,,5.49E+00,,,4.09E+00,,,5.38E+00,,,1.74E+01,,,1.98E+01,,,2.31E+01,,,5.82E+00,,,5.61E+00,,,6.73E+00,,,1.39E+01,,,5.87E+00,,,8.26E+00,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,322.26174,0.00E+00,,205.6233369,-1.67E-02,,322.26174,0.00E+00,,205.6233369,0.00E+00,,205.71997,0.00E+00,,205.6233369,0.00E+00,,323.19376,1.25E-04,,199.78,1.20E-02,,322.26174,1.15E-02,,199.78,-1.10E-05,,199.78,-3.44E-03,,323.19376,1.09E-04,,323.19376,0.00E+00,,205.62334,0.00E+00,,205.6233369,0.00E+00,,502.86075,1.73E-02,,205.6233369,0.00E+00,,501.39384,0.00E+00,,502.86075,2.25E-02,,205.62334,0.00E+00
,322.37599,0.00E+00,,205.8253183,-3.56E-03,,322.37599,0.00E+00,,205.8253183,0.00E+00,,205.92316,0.00E+00,,205.8253183,0.00E+00,,323.30262,1.40E-04,,199.98,-2.38E-02,,322.37599,8.67E-03,,199.98,-1.60E-03,,199.98,-8.16E-03,,323.30262,1.04E-04,,323.30262,0.00E+00,,205.82532,0.00E+00,,205.8253183,0.00E+00,,503.01453,8.47E-03,,205.8253183,0.00E+00,,501.54895,4.17E-04,,503.01453,2.41E-02,,205.82532,0.00E+00
,322.49024,4.67E-03,,206.0273184,5.54E-02,,322.49024,0.00E+00,,206.0273184,0.00E+00,,206.12637,0.00E+00,,206.0273184,0.00E+00,,323.41148,1.49E-04,,200.18,-1.43E-02,,322.49024,3.37E-03,,200.18,-9.91E-03,,200.18,1.81E-03,,323.41148,1.20E-04,,323.41148,0.00E+00,,206.02732,0.00E+00,,206.0273184,0.00E+00,,503.16832,1.05E-02,,206.0273184,0.00E+00,,501.70407,0.00E+00,,503.16832,2.28E-02,,206.02732,0.00E+00
,322.60448,0.00E+00,,206.2293372,7.32E-03,,322.60448,1.89E-02,,206.2293372,0.00E+00,,206.3296,0.00E+00,,206.2293372,0.00E+00,,323.52036,1.51E-04,,200.39,-7.56E-03,,322.60448,4.18E-03,,200.39,3.95E-03,,200.39,-1.87E-03,,323.52036,1.50E-04,,323.52036,0.00E+00,,206.22934,0.00E+00,,206.2293372,0.00E+00,,503.32212,6.22E-03,,206.2293372,0.00E+00,,501.85919,1.39E-04,,503.32212,2.37E-02,,206.22934,0.00E+00
,322.71872,0.00E+00,,206.4313747,1.47E-02,,322.71872,4.47E-03,,206.4313747,0.00E+00,,206.53284,0.00E+00,,206.4313747,0.00E+00,,323.62924,1.69E-04,,200.59,1.09E-02,,322.71872,0.00E+00,,200.59,-1.23E-02,,200.59,-5.71E-03,,323.62924,1.54E-04,,323.62924,0.00E+00,,206.43137,0.00E+00,,206.4313747,0.00E+00,,503.47593,1.03E-02,,206.4313747,0.00E+00,,502.01432,9.28E-05,,503.47593,2.23E-02,,206.43137,0.00E+00
,322.83296,0.00E+00,,206.6334309,2.91E-03,,322.83296,5.40E-03,,206.6334309,0.00E+00,,206.7361,0.00E+00,,206.6334309,0.00E+00,,323.73812,1.62E-04,,200.79,-6.44E-03,,322.83296,3.09E-03,,200.79,-9.12E-03,,200.79,-6.24E-03,,323.73812,1.37E-04,,323.73812,0.00E+00,,206.63343,0.00E+00,,206.6334309,0.00E+00,,503.62975,6.00E-03,,206.6334309,0.00E+00,,502.16947,4.17E-04,,503.62975,2.39E-02,,206.63343,0.00E+00
,322.94719,0.00E+00,,206.8355057,3.70E-02,,322.94719,0.00E+00,,206.8355057,0.00E+00,,206.93937,0.00E+00,,206.8355057,0.00E+00,,323.84701,1.50E-04,,200.99,-1.43E-02,,322.94719,4.31E-03,,200.99,-3.97E-03,,200.99,1.54E-02,,323.84701,1.34E-04,,323.84701,0.00E+00,,206.83551,0.00E+00,,206.8355057,0.00E+00,,503.78358,1.35E-02,,206.8355057,0.00E+00,,502.32461,0.00E+00,,503.78358,2.30E-02,,206.83551,0.00E+00
,323.06142,4.18E-03,,207.0375992,2.10E-04,,323.06142,5.87E-03,,207.0375992,0.00E+00,,207.14266,0.00E+00,,207.0375992,0.00E+00,,323.95591,1.38E-04,,201.2,-4.73E-02,,323.06142,1.22E-03,,201.2,4.08E-03,,201.2,7.75E-03,,323.95591,1.52E-04,,323.95591,0.00E+00,,207.0376,0.00E+00,,207.0375992,0.00E+00,,503.93742,8.75E-03,,207.0375992,0.00E+00,,502.47977,1.39E-04,,503.93742,2.43E-02,,207.0376,0.00E+00
,323.17564,4.89E-03,,207.2397114,1.60E-02,,323.17564,0.00E+00,,207.2397114,0.00E+00,,207.34597,0.00E+00,,207.2397114,0.00E+00,,324.06482,1.57E-04,,201.4,2.77E-02,,323.17564,0.00E+00,,201.4,-3.58E-03,,201.4,2.86E-03,,324.06482,1.75E-04,,324.06482,0.00E+00,,207.23971,0.00E+00,,207.2397114,0.00E+00,,504.09126,1.61E-02,,207.2397114,0.00E+00,,502.63493,9.28E-05,,504.09126,2.26E-02,,207.23971,0.00E+00
,323.28986,0.00E+00,,207.4418422,-3.01E-02,,323.28986,1.53E-02,,207.4418422,0.00E+00,,207.5493,0.00E+00,,207.4418422,0.00E+00,,324.17373,1.70E-04,,201.6,-1.43E-02,,323.28986,9.33E-03,,201.6,-8.03E-04,,201.6,-1.06E-02,,324.17373,1.81E-04,,324.17373,0.00E+00,,207.44184,0.00E+00,,207.4418422,0.00E+00,,504.24512,6.50E-03,,207.4418422,0.00E+00,,502.7901,1.39E-04,,504.24512,2.37E-02,,207.44184,0.00E+00
,323.40408,0.00E+00,,207.6439917,-1.18E-02,,323.40408,0.00E+00,,207.6439917,0.00E+00,,207.75264,0.00E+00,,207.6439917,0.00E+00,,324.28264,1.81E-04,,201.8,2.52E-03,,323.40408,8.34E-03,,201.8,6.19E-03,,201.8,1.46E-02,,324.28264,1.86E-04,,324.28264,0.00E+00,,207.64399,0.00E+00,,207.6439917,0.00E+00,,504.39898,1.13E-02,,207.6439917,0.00E+00,,502.94528,3.71E-04,,504.39898,2.29E-02,,207.64399,0.00E+00
,323.5183,0.00E+00,,207.8461598,-7.75E-03,,323.5183,4.69E-03,,207.8461598,0.00E+00,,207.956,0.00E+00,,207.8461598,0.00E+00,,324.39156,1.89E-04,,202.01,-3.50E-02,,323.5183,8.06E-03,,202.01,-9.52E-03,,202.01,1.81E-03,,324.39156,2.06E-04,,324.39156,0.00E+00,,207.84616,0.00E+00,,207.8461598,0.00E+00,,504.55286,1.27E-02,,207.8461598,0.00E+00,,503.10046,4.17E-04,,504.55286,2.44E-02,,207.84616,0.00E+00
,323.63251,1.56E-03,,208.0483466,6.69E-03,,323.63251,0.00E+00,,208.0483466,0.00E+00,,208.15938,0.00E+00,,208.0483466,0.00E+00,,324.50049,1.99E-04,,202.21,-1.43E-02,,323.63251,9.00E-03,,202.21,-2.39E-03,,202.21,4.26E-03,,324.50049,1.96E-04,,324.50049,0.00E+00,,208.04835,0.00E+00,,208.0483466,0.00E+00,,504.70674,8.97E-03,,208.0483466,0.00E+00,,503.25566,9.28E-04,,504.70674,2.33E-02,,208.04835,0.00E+00
,323.74671,0.00E+00,,208.2505521,-1.28E-02,,323.74671,3.99E-03,,208.2505521,0.00E+00,,208.36278,0.00E+00,,208.2505521,0.00E+00,,324.60943,1.94E-04,,202.41,-2.49E-02,,323.74671,2.78E-03,,202.41,-2.39E-03,,202.41,2.33E-04,,324.60943,2.07E-04,,324.60943,0.00E+00,,208.25055,0.00E+00,,208.2505521,0.00E+00,,504.86063,5.83E-03,,208.2505521,0.00E+00,,503.41086,4.17E-04,,504.86063,2.44E-02,,208.25055,0.00E+00
,323.86092,0.00E+00,,208.4527761,1.80E-03,,323.86092,0.00E+00,,208.4527761,0.00E+00,,208.56619,0.00E+00,,208.4527761,0.00E+00,,324.71837,1.65E-04,,202.62,-1.09E-02,,323.86092,2.28E-03,,202.62,-9.65E-03,,202.62,-3.44E-03,,324.71837,1.89E-04,,324.71837,0.00E+00,,208.45278,0.00E+00,,208.4527761,0.00E+00,,505.01453,1.68E-02,,208.4527761,0.00E+00,,503.56607,9.28E-05,,505.01453,2.32E-02,,208.45278,0.00E+00
,323.97512,0.00E+00,,208.6550188,-3.09E-02,,323.97512,1.17E-03,,208.6550188,0.00E+00,,208.76962,0.00E+00,,208.6550188,0.00E+00,,324.82732,1.64E-04,,202.82,-1.20E-02,,323.97512,3.71E-03,,202.82,-1.07E-03,,202.82,-5.36E-03,,324.82732,1.98E-04,,324.82732,0.00E+00,,208.65502,0.00E+00,,208.6550188,0.00E+00,,505.16844,1.34E-02,,208.6550188,0.00E+00,,503.72128,0.00E+00,,505.16844,2.44E-02,,208.65502,0.00E+00
,324.08932,0.00E+00,,208.8572802,1.77E-02,,324.08932,5.65E-03,,208.8572802,0.00E+00,,208.97306,0.00E+00,,208.8572802,0.00E+00,,324.93627,1.54E-04,,203.02,-9.80E-03,,324.08932,4.00E-03,,203.02,4.87E-03,,203.02,3.03E-03,,324.93627,1.78E-04,,324.93627,0.00E+00,,208.85728,0.00E+00,,208.8572802,0.00E+00,,505.32236,1.46E-02,,208.8572802,0.00E+00,,503.87651,9.28E-05,,505.32236,2.34E-02,,208.85728,0.00E+00
,324.20351,0.00E+00,,209.0595602,-2.87E-02,,324.20351,9.15E-03,,209.0595602,0.00E+00,,209.17652,0.00E+00,,209.0595602,0.00E+00,,325.04523,1.87E-04,,203.22,-2.71E-02,,324.20351,6.20E-03,,203.22,3.03E-03,,203.22,-5.36E-03,,325.04523,1.94E-04,,325.04523,0.00E+00,,209.05956,0.00E+00,,209.0595602,0.00E+00,,505.47629,8.19E-03,,209.0595602,0.00E+00,,504.03174,4.17E-04,,505.47629,2.43E-02,,209.05956,0.00E+00
,324.3177,0.00E+00,,209.2618587,-3.75E-03,,324.3177,3.76E-03,,209.2618587,0.00E+00,,209.38,0.00E+00,,209.2618587,0.00E+00,,325.1542,1.69E-04,,203.43,-4.20E-03,,324.3177,8.83E-04,,203.43,1.97E-03,,203.43,-6.59E-03,,325.1542,1.74E-04,,325.1542,0.00E+00,,209.26186,0.00E+00,,209.2618587,0.00E+00,,505.63023,1.54E-02,,209.2618587,0.00E+00,,504.18698,0.00E+00,,505.63023,2.33E-02,,209.26186,0.00E+00
,324.43188,0.00E+00,,209.464176,-4.88E-02,,324.43188,1.03E-02,,209.464176,0.00E+00,,209.5835,0.00E+00,,209.464176,0.00E+00,,325.26317,1.92E-04,,203.63,-2.32E-02,,324.43188,9.33E-03,,203.63,1.53E-02,,203.63,-1.04E-02,,325.26317,1.69E-04,,325.26317,0.00E+00,,209.46418,0.00E+00,,209.464176,0.00E+00,,505.78418,9.47E-03,,209.464176,0.00E+00,,504.34222,0.00E+00,,505.78418,2.46E-02,,209.46418,0.00E+00
,324.54607,0.00E+00,,209.6665118,2.61E-02,,324.54607,0.00E+00,,209.6665118,0.00E+00,,209.78701,0.00E+00,,209.6665118,0.00E+00,,325.37215,1.93E-04,,203.83,-4.76E-03,,324.54607,2.91E-03,,203.83,-6.22E-03,,203.83,-5.19E-03,,325.37215,1.30E-04,,325.37215,0.00E+00,,209.66651,0.00E+00,,209.6665118,0.00E+00,,505.93813,7.40E-03,,209.6665118,0.00E+00,,504.49747,3.71E-04,,505.93813,2.37E-02,,209.66651,0.00E+00
,324.66025,6.29E-04,,209.8688662,-3.88E-02,,324.66025,9.39E-04,,209.8688662,0.00E+00,,209.99054,0.00E+00,,209.8688662,0.00E+00,,325.48113,2.04E-04,,204.04,-2.10E-02,,324.66025,1.30E-04,,204.04,-3.58E-03,,204.04,-3.79E-03,,325.48113,1.25E-04,,325.48113,0.00E+00,,209.86887,0.00E+00,,209.8688662,0.00E+00,,506.0921,1.33E-02,,209.8688662,0.00E+00,,504.65274,1.39E-04,,506.0921,2.44E-02,,209.86887,0.00E+00
,324.77442,4.22E-03,,210.0712393,4.71E-02,,324.77442,0.00E+00,,210.0712393,0.00E+00,,210.19409,0.00E+00,,210.0712393,0.00E+00,,325.59012,1.79E-04,,204.24,-8.40E-04,,324.77442,0.00E+00,,204.24,3.69E-03,,204.24,7.75E-03,,325.59012,1.15E-04,,325.59012,0.00E+00,,210.07124,0.00E+00,,210.0712393,0.00E+00,,506.24607,1.64E-02,,210.0712393,0.00E+00,,504.808,0.00E+00,,506.24607,2.31E-02,,210.07124,0.00E+00
,324.88859,1.52E-03,,210.273631,-2.18E-02,,324.88859,2.35E-03,,210.273631,0.00E+00,,210.39766,0.00E+00,,210.273631,0.00E+00,,325.69912,1.47E-04,,204.44,-1.32E-02,,324.88859,7.73E-03,,204.44,-2.92E-03,,204.44,-3.96E-03,,325.69912,1.07E-04,,325.69912,0.00E+00,,210.27363,0.00E+00,,210.273631,0.00E+00,,506.40005,5.61E-03,,210.273631,0.00E+00,,504.96328,4.17E-04,,506.40005,2.44E-02,,210.27363,0.00E+00
,325.00276,4.22E-03,,210.4760412,3.67E-02,,325.00276,0.00E+00,,210.4760412,0.00E+00,,210.60124,0.00E+00,,210.4760412,0.00E+00,,325.80812,1.19E-04,,204.64,3.83E-02,,325.00276,9.60E-03,,204.64,-3.05E-03,,204.64,-3.61E-03,,325.80812,1.12E-04,,325.80812,0.00E+00,,210.47604,0.00E+00,,210.4760412,0.00E+00,,506.55405,4.83E-03,,210.4760412,0.00E+00,,505.11856,0.00E+00,,506.55405,2.36E-02,,210.47604,0.00E+00
,325.11693,0.00E+00,,210.6784701,4.54E-03,,325.11693,7.51E-03,,210.6784701,0.00E+00,,210.80484,0.00E+00,,210.6784701,0.00E+00,,325.91713,1.12E-04,,204.85,-5.12E-02,,325.11693,1.84E-03,,204.85,-4.10E-03,,204.85,-1.10E-02,,325.91713,1.24E-04,,325.91713,0.00E+00,,210.67847,0.00E+00,,210.6784701,0.00E+00,,506.70805,8.58E-03,,210.6784701,0.00E+00,,505.27385,1.39E-04,,506.70805,2.49E-02,,210.67847,0.00E+00
,325.23109,4.44E-03,,210.8809175,5.44E-02,,325.23109,0.00E+00,,210.8809175,0.00E+00,,211.00845,0.00E+00,,210.8809175,0.00E+00,,326.02614,1.15E-04,,205.05,2.04E-02,,325.23109,1.04E-04,,205.05,4.48E-03,,205.05,-3.09E-03,,326.02614,1.49E-04,,326.02614,0.00E+00,,210.88092,0.00E+00,,210.8809175,0.00E+00,,506.86206,1.44E-02,,210.8809175,0.00E+00,,505.42915,0.00E+00,,506.86206,2.33E-02,,210.88092,0.00E+00
,325.34525,4.07E-04,,211.0833836,-4.19E-02,,325.34525,1.54E-02,,211.0833836,0.00E+00,,211.21208,0.00E+00,,211.0833836,0.00E+00,,326.13517,1.43E-04,,205.25,-9.24E-03,,325.34525,8.56E-03,,205.25,-5.03E-03,,205.25,-1.94E-02,,326.13517,1.81E-04,,326.13517,0.00E+00,,211.08338,0.00E+00,,211.0833836,0.00E+00,,507.01608,1.28E-03,,211.0833836,0.00E+00,,505.58446,1.39E-04,,507.01608,2.48E-02,,211.08338,0.00E+00
,325.4594,0.00E+00,,211.2858682,1.44E-02,,325.4594,0.00E+00,,211.2858682,0.00E+00,,211.41573,0.00E+00,,211.2858682,0.00E+00,,326.24419,1.52E-04,,205.46,-4.76E-03,,325.4594,0.00E+00,,205.46,5.17E-04,,205.46,3.91E-03,,326.24419,1.74E-04,,326.24419,0.00E+00,,211.28587,0.00E+00,,211.2858682,0.00E+00,,507.17011,9.25E-03,,211.2858682,0.00E+00,,505.73977,9.28E-05,,507.17011,2.41E-02,,211.28587,0.00E+00
,325.57355,0.00E+00,,211.4883714,-2.33E-02,,325.57355,0.00E+00,,211.4883714,0.00E+00,,211.6194,0.00E+00,,211.4883714,0.00E+00,,326.35323,1.97E-04,,205.66,2.80E-04,,325.57355,1.38E-03,,205.66,-1.41E-02,,205.66,-6.06E-03,,326.35323,1.68E-04,,326.35323,0.00E+00,,211.48837,0.00E+00,,211.4883714,0.00E+00,,507.32415,1.13E-02,,211.4883714,0.00E+00,,505.89509,0.00E+00,,507.32415,2.53E-02,,211.48837,0.00E+00
,325.6877,0.00E+00,,211.6908932,9.42E-03,,325.6877,0.00E+00,,211.6908932,0.00E+00,,211.82308,0.00E+00,,211.6908932,0.00E+00,,326.46227,2.04E-04,,205.86,1.26E-02,,325.6877,4.31E-03,,205.86,-3.71E-03,,205.86,7.75E-03,,326.46227,1.64E-04,,326.46227,0.00E+00,,211.69089,0.00E+00,,211.6908932,0.00E+00,,507.47819,1.40E-02,,211.6908932,0.00E+00,,506.05042,0.00E+00,,507.47819,2.38E-02,,211.69089,0.00E+00
,325.80184,0.00E+00,,211.8934336,1.12E-02,,325.80184,6.57E-03,,211.8934336,0.00E+00,,212.02678,0.00E+00,,211.8934336,0.00E+00,,326.57131,2.32E-04,,206.07,7.56E-03,,325.80184,6.53E-03,,206.07,-2.12E-03,,206.07,-7.46E-03,,326.57131,1.91E-04,,326.57131,0.00E+00,,211.89343,0.00E+00,,211.8934336,0.00E+00,,507.63225,1.42E-02,,211.8934336,0.00E+00,,506.20576,1.39E-04,,507.63225,2.49E-02,,211.89343,0.00E+00
,325.91598,0.00E+00,,212.0959925,5.99E-03,,325.91598,0.00E+00,,212.0959925,0.00E+00,,212.2305,0.00E+00,,212.0959925,0.00E+00,,326.68037,1.96E-04,,206.27,4.45E-02,,325.91598,0.00E+00,,206.27,-5.56E-03,,206.27,4.78E-03,,326.68037,1.94E-04,,326.68037,0.00E+00,,212.09599,0.00E+00,,212.0959925,0.00E+00,,507.78632,6.50E-03,,212.0959925,0.00E+00,,506.3611,9.28E-05,,507.78632,2.43E-02,,212.09599,0.00E+00
,326.03012,0.00E+00,,212.29857,-2.06E-02,,326.03012,0.00E+00,,212.29857,0.00E+00,,212.43423,0.00E+00,,212.29857,0.00E+00,,326.78942,2.02E-04,,206.47,-3.16E-02,,326.03012,9.49E-03,,206.47,-5.16E-03,,206.47,-4.84E-03,,326.78942,1.99E-04,,326.78942,0.00E+00,,212.29857,0.00E+00,,212.29857,0.00E+00,,507.94039,7.29E-03,,212.29857,0.00E+00,,506.51646,1.39E-04,,507.94039,2.52E-02,,212.29857,0.00E+00
,326.14425,0.00E+00,,212.501166,-7.32E-05,,326.14425,0.00E+00,,212.501166,0.00E+00,,212.63798,0.00E+00,,212.501166,0.00E+00,,326.89849,1.57E-04,,206.68,-2.99E-02,,326.14425,6.64E-03,,206.68,-5.56E-03,,206.68,-5.54E-03,,326.89849,1.95E-04,,326.89849,0.00E+00,,212.50117,0.00E+00,,212.501166,0.00E+00,,508.09447,9.76E-03,,212.501166,0.00E+00,,506.67181,9.28E-05,,508.09447,2.38E-02,,212.50117,0.00E+00
,326.25838,3.29E-03,,212.7037806,-3.33E-03,,326.25838,3.99E-03,,212.7037806,0.00E+00,,212.84175,0.00E+00,,212.7037806,0.00E+00,,327.00756,1.65E-04,,206.88,-8.40E-04,,326.25838,8.39E-03,,206.88,-5.16E-03,,206.88,-7.46E-03,,327.00756,2.02E-04,,327.00756,0.00E+00,,212.70378,0.00E+00,,212.7037806,0.00E+00,,508.24857,1.30E-02,,212.7037806,0.00E+00,,506.82718,4.17E-04,,508.24857,2.47E-02,,212.70378,0.00E+00
,326.37251,0.00E+00,,212.9064138,-4.37E-02,,326.37251,0.00E+00,,212.9064138,0.00E+00,,213.04554,0.00E+00,,212.9064138,0.00E+00,,327.11664,1.63E-04,,207.08,1.32E-02,,326.37251,0.00E+00,,207.08,-4.07E-04,,207.08,-1.50E-02,,327.11664,1.79E-04,,327.11664,0.00E+00,,212.90641,0.00E+00,,212.9064138,0.00E+00,,508.40267,1.31E-02,,212.9064138,0.00E+00,,506.98255,0.00E+00,,508.40267,2.40E-02,,212.90641,0.00E+00
,326.48663,1.96E-03,,213.1090655,-1.66E-02,,326.48663,4.22E-03,,213.1090655,0.00E+00,,213.24934,0.00E+00,,213.1090655,0.00E+00,,327.22572,1.83E-04,,207.29,1.96E-03,,326.48663,1.22E-03,,207.29,-5.69E-03,,207.29,-6.94E-03,,327.22572,1.85E-04,,327.22572,0.00E+00,,213.10907,0.00E+00,,213.1090655,0.00E+00,,508.55678,7.18E-03,,213.1090655,0.00E+00,,507.13794,6.96E-04,,508.55678,2.47E-02,,213.10907,0.00E+00
,326.60075,0.00E+00,,213.3117358,8.81E-02,,326.60075,1.65E-03,,213.3117358,0.00E+00,,213.45316,0.00E+00,,213.3117358,0.00E+00,,327.33481,1.69E-04,,207.49,-2.16E-02,,326.60075,7.57E-03,,207.49,-1.07E-03,,207.49,-9.91E-04,,327.33481,1.52E-04,,327.33481,0.00E+00,,213.31174,0.00E+00,,213.3117358,0.00E+00,,508.7109,1.30E-02,,213.3117358,0.00E+00,,507.29332,0.00E+00,,508.7109,2.30E-02,,213.31174,0.00E+00
,326.71487,0.00E+00,,213.5144246,-2.39E-02,,326.71487,1.37E-02,,213.5144246,0.00E+00,,213.65699,0.00E+00,,213.5144246,0.00E+00,,327.4439,1.73E-04,,207.69,-1.99E-02,,326.71487,9.49E-03,,207.69,-6.88E-03,,207.69,-1.04E-02,,327.4439,1.57E-04,,327.4439,0.00E+00,,213.51442,0.00E+00,,213.5144246,0.00E+00,,508.86503,5.32E-03,,213.5144246,0.00E+00,,507.44872,1.39E-04,,508.86503,2.41E-02,,213.51442,0.00E+00
,326.82898,0.00E+00,,213.7171319,8.32E-03,,326.82898,9.17E-03,,213.7171319,0.00E+00,,213.86084,0.00E+00,,213.7171319,0.00E+00,,327.553,1.70E-04,,207.89,-8.12E-03,,326.82898,5.24E-03,,207.89,4.21E-03,,207.89,-1.17E-04,,327.553,1.40E-04,,327.553,0.00E+00,,213.71713,0.00E+00,,213.7171319,0.00E+00,,509.01917,1.03E-02,,213.7171319,0.00E+00,,507.60412,9.28E-05,,509.01917,2.34E-02,,213.71713,0.00E+00
,326.94309,2.63E-03,,213.9198578,-2.01E-02,,326.94309,3.52E-03,,213.9198578,0.00E+00,,214.06471,0.00E+00,,213.9198578,0.00E+00,,327.66211,1.80E-04,,208.1,-3.27E-02,,326.94309,0.00E+00,,208.1,-7.80E-03,,208.1,-5.36E-03,,327.66211,1.73E-04,,327.66211,0.00E+00,,213.91986,0.00E+00,,213.9198578,0.00E+00,,509.17332,1.30E-02,,213.9198578,0.00E+00,,507.75954,4.17E-04,,509.17332,2.47E-02,,213.91986,0.00E+00
,327.0572,0.00E+00,,214.1226022,4.52E-02,,327.0572,0.00E+00,,214.1226022,0.00E+00,,214.2686,0.00E+00,,214.1226022,0.00E+00,,327.77122,1.69E-04,,208.3,-5.32E-03,,327.0572,1.51E-03,,208.3,-4.50E-03,,208.3,-5.54E-03,,327.77122,1.59E-04,,327.77122,0.00E+00,,214.1226,0.00E+00,,214.1226022,0.00E+00,,509.32747,1.19E-02,,214.1226022,0.00E+00,,507.91496,0.00E+00,,509.32747,2.32E-02,,214.1226,0.00E+00
,327.1713,0.00E+00,,214.3253651,7.90E-03,,327.1713,1.08E-02,,214.3253651,0.00E+00,,214.4725,0.00E+00,,214.3253651,0.00E+00,,327.88034,1.71E-04,,208.5,-3.05E-02,,327.1713,1.14E-02,,208.5,-1.08E-02,,208.5,-1.17E-02,,327.88034,1.69E-04,,327.88034,0.00E+00,,214.32537,0.00E+00,,214.3253651,0.00E+00,,509.48164,1.28E-02,,214.3253651,0.00E+00,,508.07038,0.00E+00,,509.48164,2.40E-02,,214.32537,0.00E+00
,327.2854,0.00E+00,,214.5281465,9.47E-03,,327.2854,4.00E-03,,214.5281465,0.00E+00,,214.67642,0.00E+00,,214.5281465,0.00E+00,,327.98947,1.73E-04,,208.71,9.80E-03,,327.2854,3.84E-03,,208.71,7.65E-03,,208.71,6.18E-03,,327.98947,1.55E-04,,327.98947,0.00E+00,,214.52815,0.00E+00,,214.5281465,0.00E+00,,509.63581,1.24E-02,,214.5281465,0.00E+00,,508.22582,9.28E-05,,509.63581,2.24E-02,,214.52815,0.00E+00
,327.39949,0.00E+00,,214.7309465,-3.57E-02,,327.39949,4.22E-03,,214.7309465,0.00E+00,,214.88036,0.00E+00,,214.7309465,0.00E+00,,328.0986,1.75E-04,,208.91,-2.52E-03,,327.39949,9.33E-03,,208.91,-8.20E-03,,208.91,-1.34E-03,,328.0986,1.69E-04,,328.0986,0.00E+00,,214.73095,0.00E+00,,214.7309465,0.00E+00,,509.79,1.45E-02,,214.7309465,0.00E+00,,508.38126,1.39E-04,,509.79,2.37E-02,,214.73095,0.00E+00
,327.51359,0.00E+00,,214.933765,1.52E-02,,327.51359,2.12E-03,,214.933765,0.00E+00,,215.08431,0.00E+00,,214.933765,0.00E+00,,328.20774,1.73E-04,,209.12,1.15E-02,,327.51359,0.00E+00,,209.12,-6.48E-03,,209.12,1.11E-03,,328.20774,1.59E-04,,328.20774,0.00E+00,,214.93376,0.00E+00,,214.933765,0.00E+00,,509.94419,1.59E-02,,214.933765,0.00E+00,,508.53671,0.00E+00,,509.94419,2.30E-02,,214.93376,0.00E+00
,327.62767,1.29E-03,,215.136602,-4.56E-02,,327.62767,0.00E+00,,215.136602,0.00E+00,,215.28828,0.00E+00,,215.136602,0.00E+00,,328.31688,1.74E-04,,209.32,-1.88E-02,,327.62767,5.87E-03,,209.32,2.76E-03,,209.32,-3.96E-03,,328.31688,1.77E-04,,328.31688,0.00E+00,,215.1366,0.00E+00,,215.136602,0.00E+00,,510.09839,1.52E-02,,215.136602,0.00E+00,,508.69216,0.00E+00,,510.09839,2.50E-02,,215.1366,0.00E+00
,327.74176,2.00E-03,,215.3394574,1.41E-04,,327.74176,6.82E-03,,215.3394574,0.00E+00,,215.49227,0.00E+00,,215.3394574,0.00E+00,,328.42603,1.84E-04,,209.52,-1.20E-02,,327.74176,7.57E-03,,209.52,-1.86E-03,,209.52,1.21E-02,,328.42603,1.94E-04,,328.42603,0.00E+00,,215.33946,0.00E+00,,215.3394574,0.00E+00,,510.2526,1.33E-02,,215.3394574,0.00E+00,,508.84763,9.28E-05,,510.2526,2.40E-02,,215.33946,0.00E+00
